tweet_id,tweet,sarcastic,rephrase,dialect
,طول العشرة تعرف الذهب من القشرة.,1,اذا اردت معرفة شخص ما عاشروا لمدة طويلة,magreb
,"يقولون ان الزواج كبرميل العسل اوله عسل و اخره مر , اما ان اعتقد اني بداته من الأسفل ",1,بدأت الزواج بالمشاكل والمر وليس بالحلو والعسل,msa
523.0,فشلت فى كل كلية بتدخلها,0,لما تدخل اداب وتسقط وتحول حقوق وتسقط فتحس ان جمال عبد الناصر مبسوط منك اوى,nile
169.0,تبع الكذاب لباب الدار,1,يعني راح نسايرك حتى نفيق بيك,magreb
,قبل ما تتكلم على عيوب الناس ابقى خدلك لفه على نفسك الاول,1,متتكلمش عن عيوب الناس وأنت مليان عيوب,nile
487.0,مفيش فلوس ع اد التعب,0,تعيش عمرك كله تشتغل وف الاخر بتاخد حاجه عنب,nile
,سخريه من محمد صلاح والصاق امور خياليه به للسخريه ,0,شاهد ابو صلاح يحمل عجوز ويعبر بها الشارع الله على اخلاقك يا فخر العرب,nile
,اراء الناس دي كلها جايبينها من الكابنيه,1,اراء الناس دي كلها كلام فارغ,nile
,مفكره نفسها جميله ومثيره وهى غير كده,0,دى مفكره نفسها مارلين مرنوه :grinning_face_with_big_eyes:,nile
,الست الكويسة لما تسيب راجل يبقى تاخده اى ست وخلاص,0,ال سابته الهانم تاخده مساحة السلالم,nile
119.0,الناس ما فيها خير,0,الناس كلها خير :upside-down_face:,levant
499.0,اى تكون مقدر للناس الى حواليك,0,وحيات امك خف تعوم عندى الناس كلها سواسيه,nile
,ده مغرور و شايف نفسه علىالناس,0,ده فاكر نفسه باشا و بيه كمان,nile
,فلوس ايه يا امى اللى احوشها من شغلى ده أنا مافيش فلوس اروح الشغل بكره,1,مرتبى قليل ومش معايا فلوس حتى المواصلات للشغل,nile
,بتاكل كل الااكل اللي علي الصنيه وف الاخر تقول ماكلتش,0,خلصت الاكل كله وف الاخر هفتانه,nile
,تونس باريس تذكرة بثمنين اورو الجزائر باريس تذكرة بسبعمية و خمسين وزيد تركب في طيارة شغل سوناكوم,1,سعر تذكرة غالي و نوعية الطائرة كانها باص زمان,magreb
252.0,دا واد خلاصة كييف مصاصة,1,هذا غبي,nile
,كثير مقتنعين ان كورونا ده تمثيلية,0,السؤال مين بيدور اللعبة,msa
626.0,ارفع راسك فوق انت صيني,1,ان الصين سبب كل الامراض ,nile
,الفنانين وحشين من غير مكياج,0,اللى يشوف الفنانين من غير مكياج يلطم,nile
,نفسه يرجع يلعب في الأهلي,0,هيموت ويلعب و يكمل ف العزبه خايف اليغمه تروح عليه,nile
,العرب ظاهرة صوتية غير موزونة وغير مقفاة.,1,اتفقا العرب ان لا يتفقوا,msa
,لا تفتخر اذا كان لديك اصدقاء بقدر عدد شعر راسك فعندما تحتاجهم ستكتشف انك اصلع,1,لا تظن ان كثرة الاصدقاء يدل علي حب واخلاص فربما يدل علي مصلحه ما,msa
159.0,مقدرش يكمل علشان يحقق حلمه بعد ما تعب فيه,0,عمل زى اللى رقصوا على السلالم لا اللى تحت شافهم ولا اللى فوق سمعهم,nile
,عادل امام في حنفي الابهة حاجة رهيبة,1,عادل امام في فيلم حنفى الأبهة كان حلو جدا,nile
8.0,فلوس ايه يا امى اللى احوشها من شغلى ده أنا مافيش فلوس اروح الشغل بكره,1,مرتبى قليل ومش معايا فلوس حتى المواصلات للشغل,nile
,الـتـثـاوب: هو طريقة الجسم   في التعبير على أن 10% من  البطاريه متبقية,1,الـتـثـاوب: هو طريقة الجسم   في التعبير عن رغبة الشخص ف النوم,msa
,الانسان حر مالم يضر,0,مكسح طلع يتفسح قال بفلوسه,nile
,العرب ظاهرة صوتية غير موزونة وغير مقفاة.,1,اتفقا العرب ان لا يتفقوا,msa
,ان الامتحانات لازم تتعمل,0,عدد الحالات 3890 -- الكلية : خلاص بقي ينزلوا الكلية بعد العيد يمتحنوا قبل ما يموتوا,nile
,متتدخلش فى اللى ميخصكش,0,وانت مالك اهلك يسطا بالموضوع,nile
,لا تسطيع المراة ان تحتفظ بالاسرار لاكثر من 48 ساعة,0,هل تعلم أن عقل المرأه يستطيع الاحتفاظ بالأسرار كحد أقصى لمدة 48 ساعه !!,msa
,الحب في القلب زي عضة الكلب,1,لا تحب حتى لاتتالم,nile
303.0,حاض هتجوز بسرعة,0,حاضر ماشي هتجوز بكرة خطوبة وبعد بكرة هتجوز,nile
,مصاريف الزواج كثيرة و التحفيز غائب تماما,0,عندما أتذكر أن هناك فتاة أدين لها بخاتم و مبلغ من المال تلقائياً أشعر بالنعاس.,magreb
,الناس اللى بتتحجج بالظروف ومش بتحاول حتى انها تجتهد او تسعى فالحياة,0,اللي متعرفش ترقص تقول الارض عوجة,nile
458.0,الولد ده فى الذكاء زى ابوه هذا الشبل من ذاك الاسد,1,الولد والاب أغبياء,nile
14.0,انت غبي,0,مبروك كسبت جايزة اوبل في الذكاء,nile
,خبر لا يصدق عن فرخة ب30 الف جنيه,0,هنحطها الفرخة ونتفرج عليها ولا بتبيض بيض دهب ونبيعه,nile
701.0,يعنى مافيش حاجه هتمشى من غير الواسطه,0,من طلب العلا شافلة واسطه أما سهر الليالي ده فيلم تشوفه مع امك,nile
382.0,ادفع بسخاء اذا اردت الحصول على شئ,0,اطبخى ياجاريه كلف يا سيدي,nile
,الحكومة تستغل كورونا لاستلاب اموال الناس,0,هى دى الاخبار الحلوه قبل المدارس ندفع المصاريف وبعدين بخ,nile
,السياسيون لا يجب أن يستمرون ف السلطة,0,السياسيون مثل حفاضات الأطفال يجب تغييرهم باستمرار ولنفس الأسباب,msa
124.0,محمد صلاح شخص خارق,0,محمد صلاح لديه خياشيم ويتنفس تحت الماء,msa
280.0,سيبك منه يا عم ده يومه بسنة,1,هو بطئ ومش هيخلص اللى وراه بسرعة,nile
,حارتنا ديقة ومنعرف بعض,1,أتكذب علي وأنا أعرفك جيداً.. على من تكذب!!,levant
,عرفهم على بعض واعملوا مشروع وانت وحظك وشطارتك يايولعوا فيك ياتعيش فى جنة,1,عرف زوجاتك على بعض وانت وحظك في اللي هيحصل بعد كدة,nile
,ان التانيه هتلاقي نفس مصير الاولى الي كانت حلوة وجميله وزوجها طفاها,0,الي خدته القرعة تاخده ام الشعور والقرعة شعرها راح,nile
,محمد رمضان أخذ الدكتوراة الفخرية يالا سخرية القدر,1,محمد رمضان اخد دكتوراة لا يستحقها,msa
,انت عارف يا ريس الشخص ده جزمته بعشرة من عينتك,1,الشخص ده افضل منك بكثير,nile
,غالبية معلوماتي العامة حصلت عليها وانا اتغدى على الجريدة,1,ما يقرا الجريدة الا وهو يتغدى عليها,gulf
370.0,دراسة طبية أن الحشيش بيعالج الكورونا,1,الفتاوي الوهمية اللي مالية الدنيا علي علاج الكورونا,nile
,هذاك العبد راهو حاسب روحو رومبو,1,هذا الشخص يظن نفسه شجاع كثيرا,magreb
201.0,انت فاشل في الدراسة,0,جايب 5 من  10 في الامتحان ده انت تيجي تذاكرلنا بعد كدة,nile
,انت اكيد مش انت وانت جعان ، كل كويس احسنلك,1,إنه يتغير لما مش بياكل كويس ويتغير,nile
,شركة فيسبوك اكثر شركة بهتموا بالخصوصية,1,شركة فيسبوك لا تحترم الخصوصية,levant
646.0,لي يشجع أرسنال ما عندوش ضغط قبل الماتش هههه,1,لي يشجع أرسنال عارف بلي خاسر خاسر يتفرج بلا ضغط,magreb
,امريكا تشكل خطرا كبيرا على جميع الشعوب بما فيهم الوطن العربي,0,كان من الرائع اكتشاف امريكا ولكن كان اروع لو لم يتم استكشافها,msa
,اللى مخلينى مرتاح البال وعادة أن أنا مش بفهم بسرعه المشاكل,0,مفيش حاجه بتهون عليا مشاكل غير غبائى لانى ساعات مابهمش أن دى اصلا مشكلة,nile
,اصدارات ايفون متشابهة وليس بها جديد ويختلف الاسم كل مرة والسعر يزيد,0,عارف سعر ايفون اكس بكس فيكس شيكس كام,nile
,نحن من نصنع من التافهين مثل شاكوش مشاهير,0,وفد بحالوا لوقف شاكوش .... نحن دائماً نجعل من البرص تمساح,nile
,يعنى مهما تروح اى مكان بردو لا مفر مش هتعرف تهرب من خيباتك,0,عارف لما تكون لوحدك بالليل وتحس أن فى خيال وراك وتلف ومتلاقيش حاجه دى بختك اللى ملازمك فى كل حته,nile
,انت اصلا من بنها يبني شوف انت رايح فين,1,انت مش من هنا,nile
